artist,song,e_label,v_label
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),2.0,1.0
Lykke Li,I Follow Rivers - The Magician Remix,2.0,0.0
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",2.0,1.0
Selena Gomez & The Scene,Love You Like A Love Song,2.0,2.0
Wiz Khalifa,Black and Yellow,2.0,1.0
Katy Perry,E.T.,2.0,2.0
Britney Spears,I Wanna Go,1.0,2.0
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),2.0,2.0
Edward Maya,Stereo Love - Radio Edit,2.0,1.0
Enrique Iglesias,Tonight (I'm Fuckin' You),2.0,0.0
Jeremih,Down On Me,1.0,1.0
Sak Noel,Loca People - Radio Edit,2.0,2.0
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),2.0,2.0
LMFAO,Sexy And I Know It,2.0,2.0
Cobra Starship,You Make Me Feel... (feat. Sabi),2.0,2.0
Jessie J,Do It Like A Dude,2.0,1.0
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,2.0,1.0
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),1.0,1.0
Nickelback,When We Stand Together,2.0,2.0
M83,Midnight City,2.0,0.0
Britney Spears,Till the World Ends,2.0,1.0
Labrinth,Earthquake (feat. Tinie Tempah),2.0,0.0
Jason Derulo,Don't Wanna Go Home,2.0,1.0
Coldplay,Paradise,1.0,0.0
Katy Perry,Last Friday Night (T.G.I.F.),2.0,2.0
Adele,Set Fire to the Rain,2.0,1.0
Dr. Dre,I Need A Doctor,2.0,1.0
Lil Wayne,6 Foot 7 Foot,2.0,1.0
DJ Khaled,I'm On One,2.0,1.0
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),2.0,1.0
Far East Movement,Rocketeer,2.0,1.0
The Wanted,Glad You Came,2.0,1.0
Kesha,We R Who We R,2.0,1.0
Kelly Rowland,Motivation,2.0,0.0
Rihanna,We Found Love,2.0,1.0
Nicole Scherzinger,Don't Hold Your Breath,2.0,2.0
Mann,Buzzin Remix,2.0,1.0
Chris Brown,Yeah 3x,2.0,2.0
Swedish House Mafia,Save The World,1.0,1.0
Kanye West,All Of The Lights,2.0,0.0
Miguel,Sure Thing,1.0,1.0
Diddy - Dirty Money,Coming Home,2.0,0.0
Rihanna,What's My Name?,2.0,1.0
Chris Brown,Beautiful People,2.0,1.0
Avril Lavigne,What the Hell,2.0,2.0
Professor Green,Read All About It,2.0,1.0
Chase & Status,Blind Faith,2.0,1.0
Chip,Champion (feat. Chris Brown),2.0,1.0
Selena Gomez & The Scene,Who Says,2.0,2.0
Rizzle Kicks,Down With The Trumpets,2.0,2.0
Lady Gaga,Born This Way,2.0,1.0
Nicki Minaj,Super Bass,2.0,2.0
Mac Miller,Donald Trump,2.0,2.0
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,2.0,2.0
David Guetta,Without You (feat. Usher),1.0,1.0
Foster The People,Pumped Up Kicks,2.0,2.0
Drake,Headlines,1.0,1.0
Jessie J,Price Tag,2.0,2.0
Jason Aldean,Dirt Road Anthem,2.0,1.0
Wiz Khalifa,Roll Up,2.0,1.0
OneRepublic,Good Life,2.0,1.0
Bad Meets Evil,Lighters,2.0,0.0
Bruno Mars,The Lazy Song,2.0,2.0
Lupe Fiasco,The Show Goes On,2.0,1.0
James Morrison,I Won't Let You Go,1.0,0.0
Jason Derulo,It Girl,2.0,1.0
Adele,Someone Like You,0.0,0.0
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,2.0,1.0
Keri Hilson,Pretty Girl Rock,2.0,2.0
P!nk,F**kin' Perfect,2.0,1.0
Blake Shelton,Honey Bee,2.0,2.0
Lady Gaga,The Edge Of Glory,2.0,1.0
Lady A,Just A Kiss,1.0,0.0
Hot Chelle Rae,Tonight Tonight,2.0,2.0
Grouplove,Tongue Tied,2.0,1.0
Coldplay,Every Teardrop Is a Waterfall,2.0,0.0
Beyoncé,Best Thing I Never Had,1.0,0.0
P!nk,Raise Your Glass,2.0,1.0
Christina Perri,Jar of Hearts,1.0,0.0
Bruno Mars,Marry You,2.0,1.0
The Band Perry,If I Die Young,1.0,1.0
Lil Wayne,How To Love,1.0,0.0
Charlene Soraia,Wherever You Will Go,0.0,0.0
Christina Perri,A Thousand Years,1.0,0.0
Rihanna,We Found Love,2.0,1.0
Carly Rae Jepsen,Call Me Maybe,1.0,1.0
fun.,We Are Young (feat. Janelle Monáe),1.0,2.0
Sean Paul,She Doesn't Mind,2.0,1.0
Pitbull,International Love (feat. Chris Brown),2.0,1.0
DEV,In The Dark,2.0,1.0
Adele,Skyfall,1.0,0.0
David Guetta,Turn Me On (feat. Nicki Minaj),2.0,1.0
Rihanna,Where Have You Been,2.0,1.0
JAY-Z,Ni**as In Paris,2.0,2.0
Maroon 5,One More Night,2.0,1.0
Skrillex,Bangarang (feat. Sirah),2.0,1.0
The Wanted,Chasing The Sun,2.0,2.0
Flo Rida,Whistle,2.0,2.0
will.i.am,This Is Love,2.0,0.0
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],2.0,1.0
Nicki Minaj,Pound The Alarm,2.0,1.0
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,1.0,0.0
MARINA,Primadonna,2.0,1.0
Kanye West,Mercy,1.0,1.0
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,2.0,1.0
LMFAO,Sexy And I Know It,2.0,2.0
PSY,Gangnam Style (강남스타일),2.0,2.0
Kesha,Die Young,2.0,2.0
Usher,Scream,2.0,1.0
Olly Murs,Troublemaker (feat. Flo Rida),2.0,2.0
Linkin Park,BURN IT DOWN,2.0,1.0
Bruno Mars,Locked out of Heaven,2.0,2.0
Avicii,Levels - Radio Edit,2.0,1.0
Flo Rida,Good Feeling,2.0,2.0
Rihanna,Diamonds,2.0,1.0
Wiz Khalifa,"Work Hard, Play Hard",1.0,1.0
Katy Perry,Part Of Me,2.0,2.0
Nicki Minaj,Starships,2.0,2.0
Kendrick Lamar,m.A.A.d city,2.0,0.0
Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],2.0,1.0
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,2.0,1.0
Azealia Banks,212,2.0,1.0
Maroon 5,Payphone,2.0,1.0
James Arthur,Impossible,2.0,0.0
Michel Teló,Ai Se Eu Te Pego - Live,2.0,2.0
Otto Knows,Million Voices - Radio Edit,2.0,0.0
Icona Pop,I Love It,2.0,2.0
Tyga,Rack City,1.0,0.0
Calvin Harris,Feel So Close - Radio Edit,2.0,2.0
Jennifer Lopez,Dance Again,2.0,2.0
Grimes,Oblivion,1.0,1.0
Adele,Rumour Has It,2.0,1.0
Coldplay,Paradise,1.0,0.0
Chris Brown,Turn Up the Music,2.0,1.0
Frank Ocean,Lost,1.0,1.0
Calvin Harris,Let's Go (feat. Ne-Yo),2.0,2.0
The Script,Hall of Fame (feat. will.i.am),2.0,1.0
Swedish House Mafia,Don't You Worry Child - Radio Edit,2.0,1.0
MARINA,How to Be a Heartbreaker,2.0,2.0
Justin Bieber,Boyfriend,1.0,0.0
David Guetta,Titanium (feat. Sia),2.0,0.0
Jessie J,Domino,1.0,2.0
Taylor Swift,I Knew You Were Trouble.,1.0,2.0
ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),2.0,0.0
P!nk,Try,1.0,1.0
Robbie Williams,Candy,2.0,2.0
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",1.0,1.0
Justin Bieber,As Long As You Love Me,2.0,1.0
Rita Ora,R.I.P. (feat. Tinie Tempah),2.0,1.0
Alex Clare,Too Close,2.0,0.0
Tyga,Faded,2.0,1.0
Alesso,Years - ラジオ・エディット,2.0,0.0
Guy Sebastian,Battle Scars (feat. Lupe Fiasco),2.0,1.0
Katy Perry,The One That Got Away,2.0,2.0
Avicii,Silhouettes - Original Radio Edit,2.0,2.0
Gotye,Somebody That I Used To Know,1.0,2.0
Flo Rida,Wild Ones (feat. Sia),2.0,1.0
One Direction,What Makes You Beautiful,2.0,2.0
Lana Del Rey,Born To Die,1.0,1.0
Kesha,C'Mon,2.0,0.0
Owl City,Good Time,2.0,2.0
Calvin Harris,We'll Be Coming Back (feat. Example),2.0,1.0
Emeli Sandé,"Read All About It, Pt. III",1.0,1.0
Ellie Goulding,Lights - Single Version,2.0,2.0
Train,Drive By,2.0,2.0
Disclosure,Latch,2.0,1.0
Coldplay,Princess of China,2.0,0.0
One Direction,Live While We're Young,2.0,2.0
Gym Class Heroes,Ass Back Home (feat. Neon Hitch),2.0,1.0
Carrie Underwood,Blown Away,2.0,1.0
alt-J,Breezeblocks,1.0,0.0
Chris Brown,Don't Wake Me Up,2.0,0.0
Kelly Clarkson,Stronger (What Doesn't Kill You),2.0,2.0
Drake,The Motto,1.0,1.0
Katy Perry,Wide Awake,2.0,1.0
Rita Ora,How We Do (Party),2.0,2.0
Rudimental,Feel the Love (feat. John Newman),2.0,0.0
Lana Del Rey,Ride,2.0,0.0
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),2.0,0.0
Demi Lovato,Give Your Heart a Break,2.0,1.0
Drake,Take Care,1.0,0.0
Little Mix,Wings,2.0,1.0
Bruno Mars,It Will Rain,2.0,1.0
Cher Lloyd,Want U Back,2.0,1.0
Lorde,Royals,1.0,1.0
Robin Thicke,Blurred Lines,1.0,2.0
Imagine Dragons,Radioactive,2.0,0.0
Avicii,Wake Me Up,2.0,1.0
Bruno Mars,Locked out of Heaven,2.0,2.0
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),1.0,1.0
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,2.0,2.0
will.i.am,Scream & Shout,2.0,1.0
Stromae,Papaoutai,2.0,0.0
Bingo Players,Get Up (Rattle) - Vocal Edit,2.0,2.0
Naughty Boy,La La La,2.0,0.0
Tom Odell,Another Love,1.0,0.0
2 Chainz,We Own It (Fast & Furious),2.0,1.0
David Guetta,Play Hard (feat. Ne-Yo & Akon),2.0,2.0
Pitbull,Feel This Moment (feat. Christina Aguilera),2.0,1.0
will.i.am,#thatPOWER,1.0,1.0
Lil Wayne,Love Me,1.0,1.0
Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),2.0,2.0
Martin Garrix,Animals - Radio Edit,2.0,0.0
Jason Derulo,Talk Dirty (feat. 2 Chainz),1.0,2.0
John Newman,Love Me Again,2.0,0.0
Britney Spears,Work B**ch,2.0,2.0
The Neighbourhood,Sweater Weather,2.0,1.0
Sebastian Ingrosso,Reload - Radio Edit,2.0,1.0
Capital Cities,Safe And Sound,2.0,2.0
Demi Lovato,Heart Attack,2.0,1.0
Arctic Monkeys,Why'd You Only Call Me When You're High?,1.0,2.0
Justin Bieber,Beauty And A Beat,2.0,1.0
Eminem,The Monster,2.0,1.0
Pitbull,Don't Stop the Party (feat. TJR),2.0,2.0
Selena Gomez,Come & Get It,2.0,1.0
P!nk,True Love (feat. Lily Allen),2.0,1.0
Disclosure,White Noise,2.0,2.0
Flo Rida,I Cry,2.0,2.0
Kanye West,Black Skinhead,2.0,0.0
Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,2.0,0.0
Eminem,Berzerk,2.0,2.0
Icona Pop,I Love It (feat. Charli XCX),2.0,2.0
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),2.0,1.0
Lorde,Team,1.0,1.0
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,2.0,1.0
Imagine Dragons,Demons,2.0,1.0
One Direction,One Way or Another (Teenage Kicks),2.0,1.0
Taylor Swift,I Knew You Were Trouble.,1.0,2.0
Arctic Monkeys,Do I Wanna Know?,1.0,1.0
Rudimental,Waiting All Night (feat. Ella Eyre),2.0,0.0
Klangkarussell,Sonnentanz - Sun Don't Shine,1.0,0.0
Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),2.0,1.0
A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",2.0,1.0
P!nk,Try,1.0,1.0
Ylvis,The Fox (What Does the Fox Say?),2.0,1.0
Ellie Goulding,Burn,2.0,0.0
Baauer,Harlem Shake,2.0,0.0
Calvin Harris,I Need Your Love (feat. Ellie Goulding),2.0,1.0
Katy Perry,This Is How We Do,1.0,2.0
AWOLNATION,Sail,1.0,0.0
Duke Dumont,Need U (100%) [feat. A*M*E] - Radio Edit,2.0,1.0
Jason Derulo,The Other Side,2.0,1.0
Storm Queen,Look Right Through - MK Vocal Edit,2.0,1.0
Calvin Harris,Sweet Nothing (feat. Florence Welch),2.0,1.0
Katy Perry,Unconditionally,2.0,1.0
Wale,Bad (feat. Rihanna) - Remix,2.0,1.0
Ciara,Body Party,1.0,0.0
Drake,Started From the Bottom,1.0,1.0
Birdy,Wings,2.0,0.0
Bastille,Of The Night,2.0,1.0
Olly Murs,Dear Darlin',2.0,1.0
Katy Perry,Roar,2.0,1.0
Blake Shelton,Sure Be Cool If You Did,2.0,1.0
Calvin Harris,Thinking About You (feat. Ayah Marar),2.0,2.0
JAY-Z,Holy Grail,1.0,0.0
Bridgit Mendler,Ready or Not,2.0,2.0
The Saturdays,What About Us,2.0,2.0
Bastille,Pompeii,2.0,1.0
One Direction,Best Song Ever,2.0,1.0
Nelly,Hey Porsche,2.0,2.0
Zedd,Clarity,2.0,0.0
Miley Cyrus,Wrecking Ball,1.0,1.0
Chris Brown,Fine China,2.0,1.0
Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),1.0,2.0
Armin van Buuren,This Is What It Feels Like,2.0,0.0
Justin Timberlake,Mirrors,1.0,1.0
Bruno Mars,Treasure,2.0,2.0
Of Monsters and Men,Little Talks,2.0,1.0
Miley Cyrus,We Can't Stop,1.0,1.0
J. Cole,Power Trip (feat. Miguel),1.0,1.0
Paramore,Still into You,2.0,2.0
Christina Perri,human,1.0,0.0
Drake,"Hold On, We're Going Home",1.0,0.0
James Blunt,Bonfire Heart,2.0,1.0
Maroon 5,Daylight,2.0,1.0
Childish Gambino,3005,1.0,1.0
Avril Lavigne,Here's to Never Growing Up,2.0,2.0
Taylor Swift,22,2.0,2.0
Passenger,Let Her Go,1.0,0.0
Ariana Grande,The Way,2.0,2.0
Rihanna,Stay,0.0,0.0
Justin Timberlake,Suit & Tie (feat. Jay-Z),1.0,1.0
Bruno Mars,When I Was Your Man,0.0,1.0
Florida Georgia Line,Cruise,2.0,2.0
Pharrell Williams,"Happy - From ""Despicable Me 2""",2.0,2.0
Katy Perry,Dark Horse,1.0,1.0
ScHoolboy Q,Collard Greens,1.0,1.0
Iggy Azalea,Fancy,2.0,1.0
Maroon 5,Animals,2.0,0.0
Sam Smith,Stay With Me,1.0,0.0
MAGIC!,Rude,2.0,2.0
Sia,Chandelier,2.0,1.0
John Legend,All of Me,0.0,0.0
ZHU,Faded,1.0,1.0
Meghan Trainor,All About That Bass,2.0,2.0
David Guetta,Lovers on the Sun (feat. Sam Martin),2.0,1.0
Iggy Azalea,Black Widow,2.0,1.0
Tove Lo,Habits (Stay High),1.0,1.0
Oliver Heldens,Gecko (Overdrive) - Radio Edit,2.0,2.0
DJ Snake,You Know You Like It,2.0,0.0
Jason Derulo,Talk Dirty (feat. 2 Chainz),1.0,2.0
Maroon 5,Maps,2.0,2.0
David Guetta,Bad (feat. Vassy) - Radio Edit,2.0,1.0
Tinashe,2 On (feat. ScHoolboy Q),1.0,1.0
Route 94,My Love (feat. Jess Glynne),1.0,2.0
Taylor Swift,Bad Blood,2.0,0.0
Trey Songz,Na Na,1.0,0.0
Calvin Harris,Under Control (feat. Hurts),2.0,1.0
O.T. Genasis,CoCo,1.0,0.0
Jason Derulo,Wiggle (feat. Snoop Dogg),1.0,2.0
Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,2.0,2.0
Jeremih,Don't Tell 'Em,1.0,1.0
Nicki Minaj,Anaconda,1.0,1.0
Calvin Harris,Blame (feat. John Newman),2.0,1.0
DJ Snake,Turn Down for What,2.0,0.0
Pitbull,Timber (feat. Ke$ha),2.0,2.0
OneRepublic,Counting Stars,2.0,1.0
Bobby Shmurda,Hot N*gga,1.0,0.0
Calvin Harris,Summer,2.0,2.0
ScHoolboy Q,Man Of The Year,2.0,1.0
Nico & Vinz,Am I Wrong,2.0,2.0
Becky G,Shower,1.0,0.0
Sigma,Nobody To Love - Radio Edit,2.0,0.0
The Chainsmokers,#SELFIE - Original Mix,2.0,1.0
Lorde,Team,1.0,1.0
Rixton,Me And My Broken Heart,2.0,1.0
Klingande,Jubel - Radio Edit,1.0,0.0
Mr. Probz,Waves - Robin Schulz Radio Edit,1.0,1.0
Paloma Faith,Only Love Can Hurt Like This,2.0,0.0
Kiesza,Hideaway,2.0,0.0
Ellie Goulding,Burn,2.0,0.0
Ariana Grande,Break Free,2.0,0.0
Kid Ink,Show Me (feat. Chris Brown),1.0,1.0
Tove Lo,Talking Body,2.0,0.0
Chris Brown,Loyal (feat. Lil Wayne & Tyga),1.0,1.0
OneRepublic,Love Runs Out,2.0,2.0
Olly Murs,Up (feat. Demi Lovato),2.0,1.0
Peking Duk,High (feat. Nicole Millar),2.0,1.0
Milky Chance,Stolen Dance,1.0,2.0
Ed Sheeran,Don't,1.0,2.0
Ariana Grande,Love Me Harder,2.0,0.0
Enrique Iglesias,Bailando - Spanish Version,2.0,2.0
Avicii,Hey Brother,2.0,1.0
Jessie J,Bang Bang,2.0,2.0
Duke Dumont,I Got U,2.0,1.0
Gorgon City,Ready For Your Love,2.0,1.0
Taylor Swift,Style,2.0,1.0
MKTO,Classic,2.0,2.0
Disclosure,Latch,2.0,1.0
Ariana Grande,Problem,2.0,1.0
Charli XCX,Boom Clap,2.0,1.0
One Direction,Steal My Girl,2.0,1.0
Tiësto,Red Lights,2.0,1.0
Selena Gomez,The Heart Wants What It Wants,2.0,1.0
Rita Ora,I Will Never Let You Down,2.0,2.0
5 Seconds of Summer,She Looks So Perfect,2.0,1.0
The Script,Superheroes,2.0,1.0
Taylor Swift,Shake It Off,2.0,2.0
One Direction,Night Changes,1.0,1.0
Ed Sheeran,Sing,2.0,2.0
Alesso,Heroes (we could be),2.0,1.0
Tiësto,Wasted,2.0,1.0
G.R.L.,Ugly Heart,2.0,1.0
Coldplay,A Sky Full of Stars,2.0,0.0
Clean Bandit,Rather Be (feat. Jess Glynne),1.0,1.0
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,2.0,1.0
Sia,Elastic Heart,2.0,1.0
One Direction,Story of My Life,1.0,0.0
Alex & Sierra,Little Do You Know,0.0,1.0
Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),2.0,2.0
Echosmith,Cool Kids,2.0,2.0
Natalie La Rose,Somebody,1.0,2.0
Vance Joy,Riptide,2.0,1.0
Beyoncé,Drunk in Love (feat. Jay-Z),1.0,1.0
Maroon 5,Sugar,2.0,2.0
Ella Henderson,Ghost,2.0,1.0
Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",0.0,0.0
Chris Brown,New Flame (feat. Usher & Rick Ross),1.0,1.0
Sheppard,Geronimo,2.0,1.0
Olly Murs,Wrapped Up (feat. Travie McCoy),2.0,2.0
Sam Smith,Money On My Mind,2.0,2.0
Jason Derulo,Trumpets,2.0,1.0
Nicki Minaj,Bed Of Lies,2.0,0.0
Nick Jonas,Jealous - Remix,2.0,1.0
Mark Ronson,Uptown Funk (feat. Bruno Mars),1.0,2.0
Ed Sheeran,Thinking out Loud,1.0,1.0
Wiz Khalifa,See You Again (feat. Charlie Puth),1.0,0.0
Justin Bieber,What Do You Mean?,1.0,2.0
Major Lazer,Lean On (feat. MØ & DJ Snake),2.0,0.0
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",1.0,1.0
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",1.0,0.0
Calvin Harris,Outside (feat. Ellie Goulding),2.0,1.0
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",2.0,1.0
Demi Lovato,Cool for the Summer,1.0,0.0
Taylor Swift,Blank Space,2.0,1.0
The Weeknd,The Hills,1.0,0.0
The Neighbourhood,Daddy Issues,1.0,1.0
Deorro,Five More Hours,2.0,1.0
Avicii,The Nights,2.0,1.0
DJ Snake,You Know You Like It,2.0,0.0
Adam Lambert,Ghost Town,2.0,0.0
Rae Sremmurd,No Type,1.0,0.0
Taylor Swift,Bad Blood,1.0,0.0
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),2.0,2.0
Robin Schulz,Sugar (feat. Francesco Yates),2.0,1.0
Calvin Harris,How Deep Is Your Love,2.0,1.0
Philip George,Wish You Were Mine - Radio Edit,2.0,1.0
Trey Songz,Na Na,1.0,0.0
Fall Out Boy,Centuries,2.0,1.0
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),1.0,0.0
Lost Frequencies,Are You With Me - Radio Edit,1.0,1.0
Twenty One Pilots,Stressed Out,1.0,1.0
Fifth Harmony,Worth It (feat. Kid Ink),2.0,1.0
KALEO,Way down We Go,1.0,0.0
Sam Smith,Like I Can,1.0,1.0
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,2.0,2.0
Martin Solveig,Intoxicated - New Radio Mix,2.0,1.0
Avicii,Waiting For Love,2.0,1.0
Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),1.0,1.0
Taylor Swift,Wildest Dreams,1.0,1.0
The Weeknd,In The Night,2.0,1.0
Pitbull,Time of Our Lives,2.0,2.0
Galantis,Runaway (U & I),2.0,1.0
Rihanna,Bitch Better Have My Money,2.0,1.0
Zara Larsson,Lush Life,2.0,2.0
One Direction,Drag Me Down,2.0,1.0
Travis Scott,Antidote,1.0,0.0
Years & Years,King,2.0,1.0
Demi Lovato,Confident,2.0,1.0
Lemaitre,Closer,2.0,1.0
Selena Gomez,Same Old Love,1.0,1.0
Pia Mia,Do It Again,1.0,1.0
Flo Rida,My House,2.0,2.0
Silentó,Watch Me (Whip / Nae Nae),2.0,2.0
Chris Brown,Ayo,1.0,2.0
The Strumbellas,Spirits,1.0,2.0
Fetty Wap,Trap Queen,2.0,2.0
Tove Lo,Talking Body,2.0,0.0
Beyoncé,7/11,2.0,1.0
Lana Del Rey,High By The Beach,1.0,0.0
Zara Larsson,Never Forget You,2.0,0.0
Jeremih,oui,2.0,1.0
Drake,Hotline Bling,1.0,1.0
Selena Gomez,Kill Em With Kindness,2.0,1.0
Birdy,Let It All Go,1.0,0.0
Fetty Wap,679 (feat. Remy Boyz),2.0,1.0
Ariana Grande,Love Me Harder,2.0,0.0
The Weeknd,Can't Feel My Face,2.0,1.0
SAYGRACE,You Don't Own Me (feat. G-Eazy),1.0,0.0
X Ambassadors,Renegades,2.0,1.0
R. City,Locked Away (feat. Adam Levine),2.0,1.0
Kygo,Stole the Show,1.0,1.0
Tame Impala,The Less I Know The Better,2.0,2.0
Selena Gomez,Good For You,2.0,0.0
Fetty Wap,My Way (feat. Monty),2.0,1.0
Hozier,Take Me To Church,1.0,1.0
Taylor Swift,Style,2.0,1.0
Alessia Cara,Here,2.0,1.0
Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",0.0,0.0
David Guetta,Bang My Head (feat. Sia & Fetty Wap),2.0,1.0
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),1.0,0.0
Big Sean,I Don't Fuck With You,2.0,1.0
Kygo,Firestone,1.0,1.0
Drake,Jumpman,1.0,1.0
Petit Biscuit,Sunset Lover,1.0,0.0
Shawn Mendes,Stitches,2.0,2.0
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",2.0,2.0
Selena Gomez,The Heart Wants What It Wants,2.0,1.0
Jack Ü,Where Are Ü Now (with Justin Bieber),2.0,0.0
Ellie Goulding,On My Mind,2.0,2.0
Bryson Tiller,Don't,1.0,0.0
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",1.0,2.0
Joel Adams,Please Don't Go,2.0,0.0
Zedd,I Want You To Know,2.0,1.0
Jonas Blue,Fast Car,1.0,1.0
BØRNS,Electric Love,2.0,1.0
Sigala,Easy Love,2.0,1.0
Justin Bieber,Sorry,2.0,1.0
Ariana Grande,One Last Time,1.0,0.0
Little Mix,Black Magic,2.0,2.0
One Direction,Perfect,2.0,1.0
Years & Years,Shine,2.0,1.0
Meghan Trainor,Lips Are Movin,2.0,2.0
Nicky Jam,El Perdón - Forgiveness,2.0,1.0
The Weeknd,Starboy,1.0,1.0
Drake,One Dance,1.0,1.0
Justin Bieber,Love Yourself,1.0,1.0
The Chainsmokers,Closer,1.0,1.0
Adele,Hello,1.0,0.0
Desiigner,Panda,2.0,0.0
Burak Yeter,Tuesday (feat. Danelle Sandoval),1.0,2.0
Sia,Cheap Thrills (feat. Sean Paul),2.0,2.0
OneRepublic,Wherever I Go,2.0,1.0
Rihanna,Work,1.0,1.0
Coldplay,Hymn for the Weekend,2.0,1.0
Justin Bieber,Sorry,2.0,1.0
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",2.0,2.0
WILLOW,Wait a Minute!,2.0,2.0
Desiigner,Tiimmy Turner,2.0,0.0
G-Eazy,"Me, Myself & I",2.0,1.0
David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),2.0,1.0
Astrid S,Hurts So Good,1.0,1.0
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",2.0,2.0
Twenty One Pilots,Heathens,1.0,1.0
Future,Low Life (feat. The Weeknd),0.0,0.0
Galantis,No Money,2.0,2.0
The Chainsmokers,Don't Let Me Down,2.0,1.0
Tinie Tempah,Girls Like (feat. Zara Larsson),2.0,1.0
Alok,Hear Me Now,1.0,1.0
Jon Bellion,All Time Low,1.0,1.0
Cheat Codes,Sex,2.0,0.0
Meghan Trainor,NO,2.0,1.0
Dua Lipa,Hotter Than Hell,2.0,1.0
Martin Garrix,In the Name of Love,1.0,0.0
Alan Walker,Faded,1.0,0.0
Tove Lo,Cool Girl,2.0,0.0
DJ Snake,Let Me Love You,2.0,0.0
Calvin Harris,This Is What You Came For (feat. Rihanna),2.0,1.0
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,2.0,2.0
Kevin Gates,2 Phones,2.0,1.0
Rihanna,Needed Me,0.0,0.0
Ariana Grande,Side To Side,2.0,1.0
Marshmello,Alone,2.0,1.0
Shawn Mendes,I Know What You Did Last Summer,2.0,2.0
Selena Gomez,Same Old Love,1.0,1.0
Calvin Harris,My Way,2.0,1.0
Fitz and The Tantrums,HandClap,2.0,2.0
Twenty One Pilots,Ride,2.0,1.0
Flo Rida,My House,2.0,2.0
Ariana Grande,Dangerous Woman,1.0,0.0
Anne-Marie,Alarm,1.0,2.0
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),1.0,1.0
AlunaGeorge,I'm In Control,2.0,2.0
Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),2.0,2.0
MNEK,Never Forget You,2.0,0.0
Mike Perry,The Ocean (feat. Shy Martin),1.0,0.0
Drake,Hotline Bling,1.0,1.0
Ariana Grande,Into You,2.0,1.0
Shawn Mendes,Treat You Better,2.0,2.0
Tory Lanez,Say It,1.0,0.0
Coldplay,Adventure of a Lifetime,2.0,1.0
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,2.0,1.0
SAYGRACE,You Don't Own Me (feat. G-Eazy),1.0,0.0
X Ambassadors,Renegades,2.0,1.0
DNCE,Cake By The Ocean,2.0,2.0
